playerid,name,team,age,pa,hr,sb,avg,obp,slg,ops,bb,so,iso,bb_percent,k_percent,xwoba,xba,woba,ev,barrel_batted_rate,hard_hit_percent,wrc_plus
672391,Kaleb Ort,,33,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
687074,Tyler Owens,,24,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
669467,Andre Pallante,,26,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
663455,Konnor Pilkington,,27,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
647315,Zach Pop,,28,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
676571,PJ Poulin,,28,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
640462,A.J. Puk,,30,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
672335,Cionel Pérez,,29,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
670950,Trevor Richards,,32,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
643511,Tyler Rogers,,34,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
671131,Jackson Rutledge,,26,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
685314,Andrew Saalfrank,,27,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
680704,Nick Sandlin,,28,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
670167,John Schreiber,,31,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
656945,Tanner Scott,,30,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
657756,Connor Seabold,,29,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
656986,Bennett Sousa,,30,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
592773,Ryne Stanek,,33,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
657044,Ryan Thompson,,33,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
663423,Trent Thornton,,31,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
680767,Victor Vodnik,,25,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
676254,Ryan Walker,,29,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
595453,Chad Wallach,,33,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
676477,Garrett Whitlock,,29,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
669060,Bryse Wilson,,27,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,
